Você é:;Campus;Curso;1. Salas de aula [Quantitativo de Mesas e cadeiras];1. Salas de aula [Quantitativo de salas];1. Salas de aula [Dimensão das salas];1. Salas de aula [Limpeza];1. Salas de aula [Iluminação];1. Salas de aula [Internet na sala de aula];1. Salas de aula [Acústica];1. Salas de aula [Ventilação];1. Salas de aula [Equipamentos de multimídia];2. Auditório(s) [Dimensão do auditório];2. Auditório(s) [Limpeza];2. Auditório(s) [Iluminação];2. Auditório(s) [Ventilação];2. Auditório(s) [Internet];2. Auditório(s) [Acústica];2. Auditório(s) [Acessibilidade];2. Auditório(s) [Conservação da mobília];2. Auditório(s) [Equipamentos de multmídia];2. Auditório(s) [Segurança contra incêndio];2. Auditório(s) [Sistema de som];3. Das condições da qualidade do acesso à internet [Acesso à internet];3. Das condições da qualidade do acesso à internet [Acesso WIFI];3. Das condições da qualidade do acesso à internet [Velocidade da Internet ];3. Das condições da qualidade do acesso à internet [Uso da internet para atividades acadêmicas];4. Biblioteca [Espaço para estudo individual];4. Biblioteca [Espaço para estudo em grupo];4. Biblioteca [Número de tomadas elétricas disponíveis ];4. Biblioteca [Quantidade do Acervo];4. Biblioteca [Acervo atualizado];4. Biblioteca [Biblioteca virtual ou acesso a obras disponíveis em acervos virtuais];4. Biblioteca [Espaço da biblioteca];4. Biblioteca [Limpeza];4. Biblioteca [Ventilação ];4. Biblioteca [Conservação do mobilário];4. Biblioteca [Segurança contra incêndio];4. Biblioteca [Segurança];4. Biblioteca [Acessibilidade];4. Biblioteca [Acesso à internet];4. Biblioteca [Acesso à internet via Wifi];4. Biblioteca [Informatização do acervo (empréstimo, devolução e renovação)  ];4. Biblioteca [Horário de atendimento];5. Laboratório(s) de informática [Mesas e cadeiras];5. Laboratório(s) de informática [Limpeza];5. Laboratório(s) de informática [Iluminação];5. Laboratório(s) de informática [Internet via cabo (computadores)];5. Laboratório(s) de informática [Internet WIFI];5. Laboratório(s) de informática [Acústica];5. Laboratório(s) de informática [Esquipamentos e programas disponíveis];5. Laboratório(s) de informática [Climatização com ar condicionado];6. Laboratórios, ambientes e cenários para práticas didáticas [Quantidade de laboratórios];6. Laboratórios, ambientes e cenários para práticas didáticas [Dimensões];6. Laboratórios, ambientes e cenários para práticas didáticas [Limpeza];6. Laboratórios, ambientes e cenários para práticas didáticas [Iluminação];6. Laboratórios, ambientes e cenários para práticas didáticas [Segurança contra incêndio];6. Laboratórios, ambientes e cenários para práticas didáticas [Acessibilidade];6. Laboratórios, ambientes e cenários para práticas didáticas [Acústica];6. Laboratórios, ambientes e cenários para práticas didáticas [Equipamentos especializados];6. Laboratórios, ambientes e cenários para práticas didáticas [Materiais disponíveis (ex: material de uso didático)];6. Laboratórios, ambientes e cenários para práticas didáticas [Ventilação (ventilador ou ar condicionado)];7. Espaços de convivência  [Mesas e cadeiras];7. Espaços de convivência  [Dimensão];7. Espaços de convivência  [Limpeza];7. Espaços de convivência  [Iluminação];7. Espaços de convivência  [Internet via cabo (computadores)];7. Espaços de convivência  [Internet WIFI];7. Espaços de convivência  [Materiais disponíveis (ex: jogos, livros, TV, etc.)];7. Espaços de convivência  [Ventilação (ventilador ou ar condicionado)];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Equipamentos Disponíveis];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Acesso à internet para impressões ];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Pastas digitalizadas de materiais];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Atendimento];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Preços praticados];9. Refeitório [Espaço do Refeitório];9. Refeitório [Quantitativo de cadeiras e mesas];9. Refeitório [Limpeza];9. Refeitório [Iluminação];9. Refeitório [Conservação do imobiliário];9. Refeitório [Horário de atendimento];9. Refeitório [Qualidade da alimentação];9. Refeitório [Qualidade do atendimento];9. Refeitório [Tempo de espera em fila];9. Refeitório [Segurança contra incêndio];9. Refeitório [Materiais disponíveis (ex: talheres, guardanapo, copos e pratos)];9. Refeitório [Ventilação (ventilador ou ar condicionado)];10. Bebedouros [Temperatura da água];10. Bebedouros [Localização];10. Bebedouros [Quantidade];10. Bebedouros [Conservação];10. Bebedouros [Tempo de espera em fila];11. Lanchonete [Mesas e cadeiras];11. Lanchonete [Limpeza];11. Lanchonete [Iluminação];11. Lanchonete [Internet WIFI];11. Lanchonete [Qualidade da alimentação];11. Lanchonete [Qualidade do atendimento];11. Lanchonete [Preços praticados];12. Instalações sanitárias  [Quantitativo];12. Instalações sanitárias  [Dimensão];12. Instalações sanitárias  [Vasos e mictórios];12. Instalações sanitárias  [Limpeza];12. Instalações sanitárias  [Iluminação];12. Instalações sanitárias  [Ventilação];12. Instalações sanitárias  [Acessibilidade];12. Instalações sanitárias  [Materiais disponíveis (ex: papel higiênico, sabonete, papel toalha, álcool gel, etc.)];13 - Das condições das instalações de acessibilidade [Rampas com corrimão que facilitem a circulação de cadeiras de rodas];13 - Das condições das instalações de acessibilidade [Adaptação de portas e banheiros com espaço suficiente para permitir o acesso de cadeiras de rodas];13 - Das condições das instalações de acessibilidade [Eliminação de barreiras arquitetônicas para circulação, permitindo acesso aos espaços de uso coletivo];13 - Das condições das instalações de acessibilidade [Colocação de barras de apoio nos banheiros aos usuários de cadeiras de rodas];14 - Das espaços de atenção a saúde (Enfermaria, psicologia, odontologia, etc.) [Horário de Atendimento];14 - Das espaços de atenção a saúde (Enfermaria, psicologia, odontologia, etc.) [Recepção];14 - Das espaços de atenção a saúde (Enfermaria, psicologia, odontologia, etc.) [Consultórios];14 - Das espaços de atenção a saúde (Enfermaria, psicologia, odontologia, etc.) [Sala de procedimentos];15 - Das condições de segurança [Quantitativo de Vigilantes];15 - Das condições de segurança [Guaritas];15 - Das condições de segurança [Sistema interno de segurança];15 - Das condições de segurança [Sistema de controle de acesso de pessoas];16 - Em linhas gerais, como você avalia os estacionamentos:;17 - Em linhas gerais, como você avalia a infraestrutura de esporte e lazer:;18 - Em linhas gerais, como você avalia as vias de acesso a outros espaços:
Discente;Barbacena;Licenciatura em Química;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Péssimo;Ruim;Não conheço;Ruim;Ótimo;Ótimo;Ótimo;Inexistente;Péssimo;Satisfatório;Bom;Bom;Péssimo;Inexistente;Péssimo;Ruim;Ruim;Péssimo;Péssimo;Ótimo;Bom;Satisfatório;Bom;Bom;Ótimo;Bom;Bom;Inexistente;Bom;Péssimo;Ruim;Bom;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Bom;Satisfatório;Satisfatório;Bom;Ruim;Ruim;Ruim;Péssimo;Satisfatório;Bom;Satisfatório;Bom;Satisfatório;Ruim;Péssimo;Inexistente;Ruim;Satisfatório;Bom;Ruim;Inexistente;Ruim;Ruim;Ruim;Inexistente;Inexistente;Inexistente;Péssimo;Inexistente;Ótimo;Bom;Bom;Bom;Bom;Ruim;Ótimo;Bom;Satisfatório;Satisfatório;Satisfatório;Inexistente;Bom;Ruim;Ruim;Bom;Bom;Ruim;Satisfatório;Bom;Bom;Péssimo;Péssimo;Péssimo;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Inexistente;Satisfatório;Péssimo;Bom;Bom;Bom;Bom;Ruim;Satisfatório;Ruim;Satisfatório;Ruim;Satisfatório;Satisfatório;Satisfatório;Bom;Ruim;Satisfatório
Discente;Barbacena;Bacharelado em Nutrição;Bom;Satisfatório;Ruim;Ruim;Ruim;Inexistente;Ruim;Inexistente;Satisfatório;Bom;Bom;Bom;Satisfatório;Ruim;Ruim;Inexistente;Satisfatório;Satisfatório;Satisfatório;Ruim;Inexistente;Inexistente;Inexistente;Inexistente;Bom;Bom;Satisfatório;Bom;Bom;Não conheço;Bom;Bom;Bom;Bom;Bom;Bom;Satisfatório;Inexistente;Inexistente;Bom;Bom;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Péssimo;Péssimo;Satisfatório;Satisfatório;Satisfatório;Péssimo;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Ruim;Bom;Inexistente;Inexistente;Não conheço;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Satisfatório;Satisfatório;Satisfatório;Bom;Ruim;Bom;Satisfatório;Bom;Bom;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Ruim;Ruim;Inexistente;Ruim;Satisfatório;Satisfatório;Inexistente;Ruim;Ruim;Ruim;Bom;Bom;Bom;Ruim;Satisfatório;Ruim;Ruim;Inexistente;Inexistente;Inexistente;Inexistente;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Satisfatório;Satisfatório;Inexistente;Bom;Satisfatório;Ruim
Discente;Barbacena;Licenciatura em Ciências Biológicas;Satisfatório;Ótimo;Bom;Satisfatório;Bom;Inexistente;Bom;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Inexistente;Bom;Ruim;Ruim;Bom;Ruim;Bom;Péssimo;Péssimo;Péssimo;Péssimo;Satisfatório;Ruim;Ruim;Ruim;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Ruim;Ruim;Ruim;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Ruim;Satisfatório;Inexistente;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Péssimo;Ruim;Satisfatório;Satisfatório;Ruim;Ruim;Satisfatório;Inexistente;Bom;Bom;Satisfatório;Ruim;Bom;Ruim;Ruim;Ruim;Péssimo;Ruim;Ruim;Ruim;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Bom;Ruim;Ruim;Satisfatório;Ruim;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Bom;Bom;Ruim;Bom;Péssimo;Péssimo
Discente;Barbacena;Licenciatura em Ciências Biológicas;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Inexistente;Inexistente;Ruim;Ruim;Ótimo;Bom;Bom;Satisfatório;Não conheço;Satisfatório;Péssimo;Satisfatório;Satisfatório;Não conheço;Ruim;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Satisfatório;Não conheço;Satisfatório;Satisfatório;Não conheço;Ruim;Satisfatório;Ruim;Satisfatório;Não conheço;Não conheço;Satisfatório;Não conheço;Não conheço;Ótimo;Ótimo;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Ruim;Satisfatório;Satisfatório;Não conheço;Ruim;Ruim;Satisfatório;Ruim;Não conheço;Ruim;Ruim;Satisfatório;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Bom;Bom;Bom;Bom;Bom;Ruim;Bom;Bom;Satisfatório;Não conheço;Satisfatório;Não conheço;Ruim;Satisfatório;Péssimo;Ruim;Satisfatório;Ruim;Satisfatório;Satisfatório;Não conheço;Ruim;Satisfatório;Péssimo;Ruim;Ruim;Péssimo;Ruim;Ruim;Ruim;Ruim;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Não conheço;Não conheço;Não conheço;Não conheço;Ruim;Satisfatório;Péssimo;Péssimo;Ruim;Bom;Bom
Discente;Barbacena;Licenciatura em Ciências Biológicas;Bom;Satisfatório;Bom;Satisfatório;Bom;Ruim;Bom;Ruim;Ótimo;Bom;Bom;Bom;Ruim;Ruim;Bom;Satisfatório;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Bom;Satisfatório;Bom;Bom;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Bom;Bom;Bom;Satisfatório;Bom;Satisfatório;Não conheço;Bom;Satisfatório;Bom;Bom;Bom;Satisfatório;Bom;Bom;Bom;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Satisfatório;Satisfatório;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Bom;Bom;Bom;Bom;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Ótimo;Bom;Bom;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Satisfatório;Inexistente;Bom;Satisfatório;Satisfatório;Satisfatório;Bom;Satisfatório;Bom;Bom;Bom;Bom;Bom;Satisfatório;Ótimo;Bom;Bom
Discente;Barbacena;Técnico;Bom;Bom;Bom;Bom;Bom;Inexistente;Bom;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Inexistente;Bom;Satisfatório;Bom;Satisfatório;Não conheço;Ruim;Inexistente;Inexistente;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Satisfatório;Satisfatório;Satisfatório;Inexistente;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Satisfatório;Satisfatório;Não conheço;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Inexistente;Inexistente;Não conheço;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Bom;Bom;Bom;Bom;Ruim;Bom;Bom;Bom;Satisfatório;Não conheço;Bom;Bom;Ruim;Satisfatório;Ruim;Ruim;Inexistente;Satisfatório;Satisfatório;Satisfatório;Inexistente;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Inexistente;Inexistente;Inexistente;Péssimo;Inexistente;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Satisfatório;Não conheço;Não conheço;Satisfatório;Satisfatório;Não conheço
Discente;Barbacena;Tecnologia em Gestão Ambiental;Bom;Satisfatório;Bom;Satisfatório;Bom;Péssimo;Inexistente;Inexistente;Satisfatório;Bom;Bom;Bom;Satisfatório;Ruim;Inexistente;Satisfatório;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Ruim;Satisfatório;Ruim;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Satisfatório;Bom;Bom;Bom;Satisfatório;Inexistente;Satisfatório;Inexistente;Ruim;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Inexistente;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Satisfatório;Ruim;Satisfatório;Bom;Bom;Bom;Péssimo;Bom;Satisfatório;Satisfatório;Satisfatório;Inexistente;Satisfatório;Satisfatório;Ruim;Ruim;Satisfatório;Satisfatório;Bom;Satisfatório;Bom;Bom;Bom;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Bom;Satisfatório;Satisfatório;Ruim;Ruim;Satisfatório;Ruim;Satisfatório;Ruim;Satisfatório;Ruim;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Inexistente;Inexistente
Discente;Barbacena;Bacharelado em Nutrição;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Ruim;Bom;Satisfatório;Bom;Ótimo;Ótimo;Bom;Satisfatório;Não conheço;Satisfatório;Satisfatório;Bom;Bom;Não conheço;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Satisfatório;Satisfatório;Bom;Satisfatório;Ótimo;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Ótimo;Não conheço;Bom;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Não conheço;Ótimo;Satisfatório;Bom;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Bom;Ruim;Bom;Bom;Não conheço;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Inexistente;Ruim;Ruim;Ruim;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Bom;Bom;Bom;Bom;Bom;Bom;Bom
Discente;Barbacena;Licenciatura em Química;Bom;Bom;Bom;Ruim;Satisfatório;Inexistente;Ruim;Ruim;Ruim;Ótimo;Satisfatório;Bom;Satisfatório;Inexistente;Satisfatório;Inexistente;Bom;Bom;Bom;Bom;Ruim;Péssimo;Péssimo;Inexistente;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Bom;Satisfatório;Inexistente;Bom;Ótimo;Bom;Satisfatório;Satisfatório;Ótimo;Ruim;Satisfatório;Bom;Inexistente;Bom;Bom;Ruim;Ruim;Ótimo;Ótimo;Satisfatório;Bom;Ótimo;Ótimo;Bom;Ótimo;Ruim;Satisfatório;Ruim;Inexistente;Satisfatório;Satisfatório;Inexistente;Inexistente;Inexistente;Inexistente;Não conheço;Bom;Bom;Ruim;Satisfatório;Satisfatório;Ruim;Ótimo;Ótimo;Satisfatório;Bom;Ótimo;Satisfatório;Bom;Bom;Bom;Bom;Ótimo;Ótimo;Ruim;Satisfatório;Ruim;Ótimo;Satisfatório;Péssimo;Bom;Bom;Satisfatório;Péssimo;Péssimo;Péssimo;Péssimo;Inexistente;Ruim;Péssimo;Péssimo;Péssimo;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Ruim;Péssimo;Bom;Bom;Ótimo
Discente;Barbacena;Tecnologia em Gestão de Turismo;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Não conheço;Ótimo;Bom;Bom;Ótimo;Ótimo;Ótimo;Bom;Bom;Bom;Não conheço;Ótimo;Ótimo;Ótimo;Ótimo;Não conheço;Não conheço;Não conheço;Inexistente;Satisfatório;Bom;Péssimo;Bom;Ótimo;Bom;Bom;Bom;Satisfatório;Bom;Bom;Bom;Inexistente;Ótimo;Bom;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Não conheço;Ótimo;Ótimo;Não conheço;Bom;Bom;Bom;Bom;Bom;Ruim;Bom;Bom;Ótimo;Não conheço;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Não conheço;Bom;Não conheço;Bom;Não conheço;Não conheço;Não conheço;Não conheço;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Bom;Não conheço;Ótimo;Não conheço;Bom;Bom;Bom;Bom;Ótimo;Satisfatório;Ótimo;Ótimo;Não conheço;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Bom;Bom;Inexistente;Ruim;Ruim;Bom;Ruim;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Ótimo;Ótimo
Discente;Barbacena;Técnico;Ótimo;Ótimo;Ótimo;Bom;Satisfatório;Inexistente;Ruim;Ruim;Bom;Ótimo;Ótimo;Satisfatório;Satisfatório;Ruim;Satisfatório;Bom;Ótimo;Bom;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Ruim;Bom;Bom;Ruim;Bom;Bom;Bom;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Bom;Ótimo;Ótimo;Bom;Bom;Ótimo;Satisfatório;Satisfatório;Satisfatório;Ótimo;Satisfatório;Bom;Bom;Não conheço;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Bom;Bom;Inexistente;Péssimo;Ruim;Ótimo;Bom;Bom;Bom;Satisfatório;Satisfatório;Bom;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Ótimo;Ótimo;Ótimo;Satisfatório;Satisfatório;Satisfatório;Ótimo;Ótimo;Satisfatório;Satisfatório;Ótimo;Não conheço;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Péssimo;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Ótimo;Ótimo;Ótimo
Discente;Barbacena;Licenciatura em Educação Física;Bom;Ótimo;Bom;Ótimo;Ótimo;Bom;Bom;Bom;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Bom;Bom;Bom;Ótimo;Ótimo;Bom;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo
Discente;Barbacena;Bacharelado em Administração;Satisfatório;Satisfatório;Ótimo;Satisfatório;Satisfatório;Inexistente;Satisfatório;Péssimo;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Péssimo;Satisfatório;Não conheço;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Satisfatório;Satisfatório;Não conheço;Satisfatório;Satisfatório;Péssimo;Péssimo;Satisfatório;Péssimo;Satisfatório;Inexistente;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório
Discente;Barbacena;Bacharelado em Administração;Ótimo;Ótimo;Ótimo;Satisfatório;Satisfatório;Inexistente;Bom;Satisfatório;Satisfatório;Ótimo;Bom;Bom;Bom;Inexistente;Bom;Satisfatório;Bom;Bom;Ruim;Bom;Inexistente;Inexistente;Inexistente;Inexistente;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Inexistente;Inexistente;Ótimo;Satisfatório;Ótimo;Satisfatório;Bom;Ótimo;Inexistente;Bom;Bom;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Inexistente;Inexistente;Satisfatório;Satisfatório;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Satisfatório;Ruim;Satisfatório;Bom;Ruim;Bom;Bom;Inexistente;Bom;Satisfatório;Satisfatório;Bom;Bom;Bom;Satisfatório;Bom;Bom;Bom;Péssimo;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Bom;Ótimo;Satisfatório;Inexistente;Bom;Bom;Bom
Discente;Barbacena;Bacharelado em Administração;Ótimo;Bom;Bom;Ruim;Bom;Inexistente;Satisfatório;Ruim;Ruim;Satisfatório;Ruim;Satisfatório;Ruim;Péssimo;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Ruim;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Ruim;Ruim;Ruim;Ruim;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Satisfatório;Péssimo;Péssimo;Não conheço;Não conheço;Satisfatório;Ruim;Satisfatório;Péssimo;Péssimo;Satisfatório;Péssimo;Péssimo;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Ruim;Ruim;Ruim;Satisfatório;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Inexistente;Inexistente;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Ruim;Satisfatório;Inexistente;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Satisfatório;Não conheço;Satisfatório;Ruim;Ruim;Ruim
